[4034476, 63, 'DPSGTSIT']
[4034540, 11172, 'DSSGTSIT']
[4045712, 133, 'DPBRSSIT']
[4045848, 13770, 'DSBRSSIT']
[4059620, 63, 'DPSGTATK']
[4059684, 9358, 'DSSGTATK']
[4069044, 63, 'DPCLAW']
[4069108, 6412, 'DSCLAW']
[4075520, 83, 'DPPLDETH']
[4075604, 11020, 'DSPLDETH']
[4086624, 14, 'DPPDIEHI']
[4086640, 10843, 'DSPDIEHI']
[4097484, 87, 'DPPODTH1']
[4097572, 12971, 'DSPODTH1']
[4110544, 87, 'DPPODTH2']
[4110632, 9342, 'DSPODTH2']
[4119976, 87, 'DPPODTH3']
[4120064, 10954, 'DSPODTH3']
[4131020, 87, 'DPBGDTH1']
[4131108, 7129, 'DSBGDTH1']
[4138240, 87, 'DPBGDTH2']
[4138328, 9319, 'DSBGDTH2']
[4147648, 87, 'DPSGTDTH']
[4147736, 12259, 'DSSGTDTH']
[4159996, 69, 'DPBRSDTH']
[4160068, 11043, 'DSBRSDTH']
[4171112, 107, 'DPPOSACT']
[4171220, 10782, 'DSPOSACT']
[4182004, 107, 'DPBGACT']
[4182112, 10032, 'DSBGACT']
[4192144, 107, 'DPDMACT']
[4192252, 11857, 'DSDMACT']
[4204112, 38, 'DPNOWAY']
[4204152, 3918, 'DSNOWAY']
[4208072, 122, 'DPBAREXP']
[4208196, 18600, 'DSBAREXP']
[4226796, 63, 'DPPUNCH']
[4226860, 2504, 'DSPUNCH']
[4229364, 19, 'DPTINK']
[4229384, 205, 'DSTINK']
[4229592, 55, 'DPBDOPN']
[4229648, 4189, 'DSBDOPN']
[4233840, 52, 'DPBDCLS']
[4233892, 4203, 'DSBDCLS']
[4238096, 19, 'DPITMBK']
[4238116, 11183, 'DSITMBK']
[4249300, 14, 'DPGETPOW']
[4249316, 7936, 'DSGETPOW']
[4257252, 17283, 'D_E1M1']
[4274536, 36776, 'D_E1M2']
[4311312, 19276, 'D_E1M3']
[4330588, 18216, 'D_E1M4']
[4348804, 9830, 'D_E1M5']
[4358636, 9456, 'D_E1M6']
[4368092, 8591, 'D_E1M7']
[4376684, 59535, 'D_E1M8']
[4436220, 21266, 'D_E1M9']
[4457488, 29082, 'D_INTER']
[4486572, 1485, 'D_INTRO']
[4488060, 13752, 'D_VICTOR']
[4501812, 631, 'D_INTROA']
[4502444, 31, 'DPPISTOL']
[4502476, 5669, 'DSPISTOL']
[4508148, 51, 'DPSHOTGN']
[4508200, 9453, 'DSSHOTGN']
[4517656, 38, 'DPSGCOCK']
[4517696, 5906, 'DSSGCOCK']
[4523604, 150, 'DPSAWUP']
[4523756, 16297, 'DSSAWUP']
[4540056, 24, 'DPSAWIDL']
[4540080, 7539, 'DSSAWIDL']
[4547620, 24, 'DPSAWFUL']
[4547644, 18104, 'DSSAWFUL']
[4565748, 29, 'DPSAWHIT']
[4565780, 8018, 'DSSAWHIT']
[4573800, 55, 'DPRLAUNC']
[4573856, 15491, 'DSRLAUNC']
[4589348, 41, 'DPRXPLOD']
[4589392, 14483, 'DSRXPLOD']
[4603876, 51, 'DPFIRSHT']
[4603928, 14748, 'DSFIRSHT']
[4618676, 33, 'DPFIRXPL']
[4618712, 11701, 'DSFIRXPL']
[4630416, 12, 'DPPSTART']
[4630428, 8236, 'DSPSTART']
[4638664, 11, 'DPPSTOP']
[4638676, 6666, 'DSPSTOP']
[4645344, 55, 'DPDOROPN']
[4645400, 13824, 'DSDOROPN']
[4659224, 52, 'DPDORCLS']
[4659276, 13890, 'DSDORCLS']
[4673168, 11, 'DPSTNMOV']
[4673180, 2967, 'DSSTNMOV']
[4676148, 12, 'DPSWTCHN']
[4676160, 6263, 'DSSWTCHN']
[4682424, 12, 'DPSWTCHX']
[4682436, 5411, 'DSSWTCHX']
[4687848, 39, 'DPPLPAIN']
[4687888, 15160, 'DSPLPAIN']
[4703048, 39, 'DPDMPAIN']
[4703088, 9519, 'DSDMPAIN']
[4712608, 42, 'DPPOPAIN']
[4712652, 8643, 'DSPOPAIN']
[4721296, 43, 'DPSLOP']
[4721340, 11126, 'DSSLOP']
[4732468, 57, 'DPITEMUP']
[4732528, 2271, 'DSITEMUP']
[4734800, 19, 'DPWPNUP']
[4734820, 5883, 'DSWPNUP']
[4740704, 14, 'DPOOF']
[4740720, 3918, 'DSOOF']
[4744640, 82, 'DPTELEPT']
[4744724, 15492, 'DSTELEPT']
[4760216, 63, 'DPPOSIT1']
[4760280, 5342, 'DSPOSIT1']
[4765624, 63, 'DPPOSIT2']
[4765688, 11286, 'DSPOSIT2']
[4776976, 63, 'DPPOSIT3']
[4777040, 11103, 'DSPOSIT3']
[4788144, 63, 'DPBGSIT1']
[4788208, 13634, 'DSBGSIT1']
[4801844, 63, 'DPBGSIT2']
[4801908, 16083, 'DSBGSIT2']
[4817992, 63, 'DPSGTSIT']
[4818056, 11172, 'DSSGTSIT']
[4829228, 133, 'DPBRSSIT']
[4829364, 13770, 'DSBRSSIT']
[4843136, 63, 'DPSGTATK']
[4843200, 9358, 'DSSGTATK']
[4852560, 63, 'DPCLAW']
[4852624, 6412, 'DSCLAW']
[4859036, 83, 'DPPLDETH']
[4859120, 11020, 'DSPLDETH']
[4870140, 14, 'DPPDIEHI']
[4870156, 10843, 'DSPDIEHI']
